product_code,title,description,hashtags,features,price,url
EEP133250902OZU,"[출발확정] 동유럽 3국 9일#프라하시내호텔 #잘츠캄머구트유람선 #맛집체험 #판도르프아울렛 #2대야간투어 #할슈타트 #체코,오스트리아,헝가리","동유럽 베스트셀러! 동유럽 강력 추천여행! 헝가리,체코,오스트리아를 보다 여유롭게 관광하는 상품입니다.",#관광+자유#다이닝/미식 #관광 #자유로운여유#로맨틱한여행#황홀한풍경#노쇼핑여행#동유럽특별여행#푸짐한식사여행#부다페스트관광#프라하성투어#잘츠부르크관광,"7박 9일, 국적기, 쇼핑없음, 단체여행, 인솔자동행, 가이드경비없음, 선택관광있음","4,499,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=EEP133250902OZU&prePage=major-products
EEP134250902KE0,"[출발확정] 동유럽 4국 9일 #프라하시내호텔 #비엔나2대궁전투어 #할슈타트 #맛집체험 #프라하&부다페스트야간투어 #체코,오스트리아,헝가리,독일",핵심 동유럽의 대도시와 소도시를 한번에 다 볼 수 있는 만족도 높은 코스입니다. 노련한 인솔자와 함께 편안한 여행을 도와드립니다.,#관광#다이닝/미식 #관광 #로맨틱한여행#여유로운프라하#맛있는여행#동유럽여행#프라하관광코스#비엔나투어#프라하야경투어#할슈타트관광#부다페스트온천,"7박 9일, 국적기, 쇼핑없음, 단체여행, 인솔자동행, 가이드경비없음, 선택관광없음","3,999,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=EEP134250902KE0&prePage=major-products
EBP132250901KEA,[출발확정] 발칸 2국 크로아티아/슬로베니아 9일 #두브로브니크성벽투어 #블레드성 #해안가호텔 #플리트비체 #스플리트 #전일정 4성호텔,"발칸의 대표적인 2국 크로아티아, 슬로베니아를 관광하는 알찬 여행! 요정이 살아있는 듯한 플리트비체 호수와 포스토이나 동굴 등 아드리아해안을 따라 찬란한 문화유산과 아름다운 절경이 함께 펼쳐집니다.",#관광 #관광 #역사속여행#자연과함께하는여행#설레는유럽여행#발칸여행추천#크로아티아슬로베니아투어#유럽안전여행#두브로브니크성벽투어#블레드성관광#플리트비체국립공원,"7박 9일, 국적기, 쇼핑없음, 단체여행, 인솔자동행, 가이드경비없음, 선택관광없음","4,549,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=EBP132250901KEA&prePage=major-products
ESP131250905TWG,[공식인증전용][출발확정] 스페인 일주 9일 #국적기직항 #전일정4성호텔 +시내호텔1박 #플라멩코공연 #몬세라트수도원 #코르도바 #파라도르티타임+루프탑 #바르셀로나&마드리드자유시간,스페인 필수 관광지를 모두 포함한 하나투어 베스트 상품 입니다. 스페인에서 꼭 먹어야 할 10가지 음식과 함께합니다.,#관광#다이닝/미식 #관광 #로맨틱한바르셀로나#설레는여행#황홀한스페인#스페인일주여행#바르셀로나자유시간#마드리드투어#프라도미술관관람#몬세라트수도원탐방#플라멩코공연관람,"7박 9일, LCC, 쇼핑없음, 단체여행, 인솔자동행, 가이드경비없음, 선택관광있음","4,040,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=ESP131250905TWG&prePage=major-products
EMP1332509273UA,[출발확정][추석연휴] 이집트 일주 11일 #카이로 나일강변 특급 호텔 3박UP #국내선1회 #후르가다 2박 #나일크루즈 #투탕카문의 무덤,전일정 엄선된 5성급 호텔과 나일 크루즈 탑승 그리고 쇼핑 없이 이집트 일주를 즐기실 수 있는 하나팩 2.0 상품입니다.,#관광 #관광 #고대문명탐험#아름다운나일강여행#이집트의맛탐방#이집트여행#카이로관광#나일크루즈여행#후르가다올인클루시브#사카라유적탐방#투탕카멘무덤관광,"9박 11일, 외국항공경유있음, 쇼핑없음, 단체여행, 자유일정포함, 인솔자동행, 가이드경비없음, 선택관광있음","6,399,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=EMP1332509273UA&prePage=major-products
FCP131250903KEA,아프리카 일주 5개국+두바이 13일 #대한항공 탑승 #5성호텔 6박 #4대 사파리 #빅토리아폭포 #희망봉과 테이블마운틴 #두바이 관광,동물의 왕국 아프리카의 진정한 사파리 체험과 세계3대폭포로 유명한 빅토리아폭포 그리고 매력적인 도시 케이프타운까지 가장 인기있는 관광지들만을 엄선하여 품격있게 즐기실 수 있습니다.,#관광 #관광 #아프리카의매력#사파리에서의모험#두바이의황홀한풍경#아프리카여행#두바이관광#사파리투어#빅토리아폭포체험#마사이마라사파리#케이프타운관광,"9박 13일, 국적기, 쇼핑없음, 단체여행, 인솔자동행, 가이드경비없음, 선택관광있음","12,990,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=FCP131250903KEA&prePage=major-products
EAP131250902KED,"두바이/아부다비 6일 #한인가이드 전일정 안심동행 #금커피 #그랜드모스크 야경 #3대 전망대 #5성호텔 두바이3박,아부다비 1박","두바이와 아부다비의 다수 입장지를 포함한 유명관광지를 가이드와 함께 투어하는 알찬 스케줄로 구성되어 있어, 별도의 옵션투어가 필요 없는 일정입니다. 아부다비 숙박을 통해 여유있는 아부다비 관광이 가능합니다.",#관광 #관광 #사막의황홀함#아부다비의여유#두바이의로맨스#두바이여행#아부다비관광#사막사파리투어#두바이프레임관람#그랜드모스크야경#루브르아부다비관람,"4박 6일, 국적기, 쇼핑없음, 단체여행, 가이드경비없음, 선택관광없음","3,190,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=EAP131250902KED&prePage=major-products
CQX71025090100L,[출발확정]몽골/테렐지 4일 #현지출발#항공권별도#현대식게르#5성급#초원승마#푸르공#이지트레킹,몽골 앓이 시작! 드넓은 초원에서 승마 체험과 게르 숙박하며 밤하늘의 별까지 볼 수 있는 초원 투어로 꾸준히 판매가 되고 있는 베스트셀러 일정,#체험/클래스#휴양+레저#관광 #관광 #별빛속의하룻밤#몽골의자연을느끼다#설레는몽골여행#몽골테렐지여행#몽골전통체험#초원승마투어#테렐지국립공원투어#몽골전통공연관람#승마체험코스,"3박 4일, 항공불포함, 쇼핑없음, 단체여행, 가이드경비없음, 선택관광있음","590,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=CQX71025090100L&prePage=major-products
CHP101250901YPW,[출발확정/선착순특가]홍콩/마카오 3일 #베스트셀러#스마트초이스#4성호텔,[가성비+가심비] 합리적인 가격으로 홍콩/마카오 2개국의 핵심 명소를 한 번에 여행해보세요.,#관광#관광+자유#역사/인문학 #관광 #홍콩의추억#설레는마카오#고요한해변산책#홍콩마카오여행#인천에서홍콩#마카오관광코스#빅토리아피크투어#헐리우드로드탐방#연인의거리산책,"2박 3일, LCC, 쇼핑 4회, 단체여행, 가이드경비 USD 30, 선택관광있음","489,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=CHP101250901YPW&prePage=major-products
CMP1742509017CB,마카오 3일 #ALL포함#럭셔리5성#호캉스#오전자유+오후관광#식사UP#노쇼핑#오전출발,"[호캉스, 마카오] 코타이스트립 위치 럭셔리 5성 호텔에서 호캉스! 오전자유+오후관광으로 여유로운 일정! #가족여행추천",#관광+자유#다이닝/미식#2030 #관광 #감동의마카오#로맨틱한여행#맛있는여정#마카오여행기록#중식특식체험#마카오관광명소#피셔맨즈와프관람#마카오타워전망대#세나도광장투어,"2박 3일, LCC, 쇼핑없음, 단체여행, 가이드경비없음, 선택관광없음","1,069,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=CMP1742509017CB&prePage=major-products
CFP105250903OZH,우즈베키스탄 7일 #ALL포함#완전일주#사마르칸트#부하라#히바#이찬칼라#아야즈칼라,[Discovery Uzbekistan] 실크로드 고대도시의 화려한 건축물과 전통문화까지! 우즈베키스탄을 완전일주하며 모든 것을 경험해보세요.,#역사/인문학#관광 #관광 #고요한여행길#이국적인풍경#설레는문화탐방#우즈베키스탄여행#SAFETYANDJOY여행#4인이상출발#타슈켄트관광#사마르칸트투어#부하라여행,"5박 7일, 국적기, 쇼핑없음, 단체여행, 가이드경비없음, 선택관광없음","2,999,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=CFP105250903OZH&prePage=major-products
CFP114250901ZEM,[2030전용] 카자흐스탄 6일 #3色캐니언#카인디&콜사이#아씨고원#캠프파이어,[Discovery Kazakhstan] 손길이 닿지 않은 광활한 대자연! 짧은 일정으로 카자흐스탄의 대도시 알마티와 경이로운 자연경관을 느껴보세요.,#밍글링 투어 #관광 #대자연의황홀함#설레는여행기억#아름다운호수풍경#카자흐스탄여행#알마티핫플#2030여행추천#차른캐니언투어#콜사이호수탐방#카인디호수체험,"4박 6일, LCC, 쇼핑없음, 단체여행, 인솔자동행, 가이드경비없음, 선택관광없음","1,799,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=CFP114250901ZEM&prePage=major-products
CFP135250907OZA,[출발확정] 중앙아시아 7일 #카자흐#키르기스#2국여행#ALL포함#노쇼핑#노옵션#5성호텔3박,"[Discovery Central Asia] 키르기스스탄과 카자흐스탄 2국을 여행하며, 두 국가의 매력을 깊이있게 발견해 보세요.",#관광#역사/인문학 #관광 #자연속여유#황홀한경치#설레는여행#카자흐스탄여행#키르기스스탄투어#노쇼핑여행#알마티관광#차른캐니언트레킹#이식쿨호수체험,"5박 7일, 국적기, 쇼핑없음, 단체여행, 가이드경비없음, 선택관광없음","2,749,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=CFP135250907OZA&prePage=major-products
CCP103250901OZX,상해/주가각 4일 #1일자유#노쇼핑#5성급 #맛집투어#상해3박#시내호텔 #스타벅스리저브,내 마음대로 1일 자유일정이 포함된 상해 세미 패키지 상품,#관광+자유#관광 #관광 #상해의추억남기기#여유로운상해여행#힐링하는상해#중국무비자여행#상해관광추천#상해1일투어#상해관광지투어#주가각방생교관광#상해디즈니랜드투어,"3박 4일, 국적기, 쇼핑없음, 단체여행, 자유일정포함, 가이드경비 USD 30, 선택관광있음","549,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=CCP103250901OZX&prePage=major-products
CBP111250901KEA,북경/천진 4일#핵심관광 #만리장성 #천안문 #서커스 #북경오리구이,'베이징' 핵심일정을 여행하는 상품입니다. 포함된 일정 이외에 선택관광을 통해 더 많은 경험을 하실 수 있습니다.,#관광#역사/인문학 #관광 #북경의매력#역사속여행#설레는여행#북경여행추천#맛있는북경#서울에서북경#만리장성투어#이화원관광#베이징서커스,"3박 4일, 국적기, 쇼핑 3회, 단체여행, 가이드경비 USD 40, 선택관광있음","362,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=CBP111250901KEA&prePage=major-products
CDP101250901CZA,하얼빈 4일 #중국속의 유럽 #색다른 중국 #역사투어까지 #한국인이라면 꼭 한 번쯤!,중국속의 유럽 하얼빈! 독립운동 발자취와 더불어 유럽같은 풍경의 하얼빈을 즐기실 수 있는 상품입니다.,#관광#역사/인문학 #관광 #역사속여행#감동적인기억#영화속하얼빈#하얼빈역사투어#중국여행필수코스#하얼빈여행추천#안중근기념관#하얼빈음악갤러리#성소피아성당,"3박 4일, 외국항공, 쇼핑없음, 단체여행, 가이드경비 USD 40, 선택관광있음","749,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=CDP101250901CZA&prePage=major-products
CAP1012509027C8,[타임세일][스마트초이스]칭다오(청도) 3일#인터컨티넨탈 호텔 #NO팁NO옵션 #불야성&운상해천 전망대 포함 #전일정 특식,4명만 모이면 출발확정 ! 시내 5성급 호텔 숙박! 가이드/기사 경비&인기옵션 ALL포함으로 떠나기 좋은 패키지입니다.,#관광 #관광 #두근거리는여행#청도의아름다움#로맨틱한바다#청도여행추천#칭다오명소투어#청도맛집탐방#칭다오맥주박물관#운상해천전망대#5.4광장야경,"2박 3일, LCC, 쇼핑 1회, 단체여행, 가이드경비없음, 선택관광없음","609,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=CAP1012509027C8&prePage=major-products
PGB275250901LJ1,[저녁출발] 괌 5일 #리가로얄 #오션뷰룸 #공항왕복셔틀 #자유여행 #쇼핑몰무료셔틀,해당상품은 쇼핑센터에 방문하지 않습니다.,#관광 #하파데이인사#여유로운괌자유#가고싶은괌일상#괌여행추천#괌자유여행#괌식도락여행#괌관광정보#하나투어스마트카드#SHERATON호텔투어,"4박 5일, LCC, 쇼핑없음, 단체여행, 자유일정포함, 선택관광있음","619,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=PGB275250901LJ1&prePage=major-products
PGP125250901LJ1,[저녁출발] 괌 5일 #두짓타니 #디럭스오션프론트룸 #호텔조식 #NEW시내관광 #미니바 #레이트체크아웃 #쇼핑몰무료픽드랍,해당상품은 쇼핑센터에 방문하지 않습니다.,#관광+자유 #관광 #괌에서의여유#괌의아름다움#설레는괌여행#괌여행코스#괌자유일정#노쇼핑여행#두짓타니괌리조트#괌관광지투어#괌가이드미팅,"4박 5일, LCC, 쇼핑없음, 단체여행, 자유일정포함, 가이드경비없음, 선택관광있음","1,019,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=PGP125250901LJ1&prePage=major-products
PSB1152509017CW,[저녁출발] 사이판 5일 #마리아나비치(구 하얏트) #시내중심 #가든뷰 #호텔조식 #레이트체크아웃 #자유여행,가라판 시내 중심에 위치하여 아름다운 마이크로비치와 정원을 자랑하는 마리아나비치 리조트로 초대합니다.,#관광 #트로피컬정원산책#안락한해변휴식#사이판의낭만#사이판자유여행#사이판관광추천#마리아나비치여행#사이판가라판투어#마나가하섬체험#사이판시내관광,"4박 5일, LCC, 쇼핑없음, 단체여행, 자유일정포함, 선택관광있음","569,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=PSB1152509017CW&prePage=major-products
PSB2352509017CW,[저녁출발] 사이판 5일 #월드리조트 #최대워터파크 #슈페리어 #골드카드 #레이트체크아웃 #자유여행,사이판 최대 규모를 자랑하는 월드리조트의 테마형 워터파크에서 비교할 수 없는 짜릿한 즐거움을 선사합니다. 20~30대 젊은 층과 아동동반 여행에 추천!,#관광 #자유로운사이판#추억이남는여행#편안한휴양지#노쇼핑여행#사이판여행#사이판호텔추천#사이판자유여행#사이판관광명소#사이판골프여행,"4박 5일, LCC, 쇼핑없음, 단체여행, 자유일정포함, 선택관광있음","1,089,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=PSB2352509017CW&prePage=major-products
PAP101250901TW1,시드니 6일 #포트스티븐스 돌핀와칭크루즈 #모래사막썰매 #하버크루즈 #블루마운틴 트레킹 #4성급 호텔,호주 대표 도시♥시드니를 집중 여행하는 알찬 일정!,#관광 #관광 #호주에서의여유#설레는시드니여행#자연속의감동#호주여행추천#시드니관광코스#액티비티가득여행#시드니하버크루즈#블루마운틴힐링투어#포트스티븐스자연체험,"4박 6일, LCC, 쇼핑 3회, 단체여행, 가이드경비 USD 60, 선택관광있음","1,269,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=PAP101250901TW1&prePage=major-products
PAP105250906OZA,[스마트 초이스] 시드니/멜버른 7일 #그레이트오션로드 #멜버른핵심투어 #오페라하우스 내부관람 #블루마운틴 시닉 4종 #4성급 호텔,"★호주여행 이거 하나면 되요!★유럽풍의 멜버른, 오페라하우스가 있는 시드니까지 !호주 만끽하기",#관광 #관광 #설레는호주여행#자연속힐링#고풍스러운멜버른#멜버른핵심투어#그레이트오션로드여행#시드니관광코스#블루마운틴투어#오페라하우스관람#멜버른커피체험,"5박 7일, 국적기, 쇼핑 2회, 단체여행, 가이드경비 USD 70, 선택관광있음","3,169,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=PAP105250906OZA&prePage=major-products
PAG101250904JQA,[다색골프] 브리스베인/골드코스트 6일#다색골프 # 18홀X3회# 로얄파인즈 외 2곳#5성급호텔,해당상품은 쇼핑센터에 방문하지 않습니다.,#골프#다색골프 #관광 #여유로운골프여행#설레는호주탐방#잔잔한바다임장#골드코스트골프여행#호주여행코스#안심여행추천#브리즈번관광#사우스뱅크파크랜드#RACV로얄파인스골프,"5박 6일, 외국항공, 쇼핑없음, 단체여행, 가이드경비없음, 선택관광있음","4,439,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=PAG101250904JQA&prePage=major-products
PNP101250907KE1,♥출발확정♥[타임세일][좌석확보] 뉴질랜드 남북섬 핵심일주 9일 #베스트셀러 #밀포드사운드 #마운트쿡 #와이키테밸리핫풀 #하무라나스프링스 #전일정 4성급 호텔,장엄한 뉴질랜드의 대자연을 마주하다. 뉴질랜드 인기 도시 총집합 ★퀸스타운. 오클랜드.로토루아★,#관광 #관광 #경이로운자연경관#설레는모험여행#평화로운숲속산책#뉴질랜드여행#퀸스타운관광#밀포드사운드투어#마운트쿡관광#로토루아온천체험#해밀턴가든투어,"7박 9일, 국적기, 쇼핑 4회, 단체여행, 가이드경비 USD 90, 선택관광있음","3,199,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=PNP101250907KE1&prePage=major-products
PNZ155250901KE1,뉴질랜드 남/북섬 9일 #남섬 아주르 롯지/북섬 후카 롯지 #힐링 #자연 #온천 #헬기투어 #로토루아 관광 #테 푸이아 #타우포 관광,남섬 퀸스타운에 위치한 아주르 롯지는 언덕 꼭대기에 위치해 있어 아름다운 호수를 바라볼 수 있으며 북섬 후카 롯지는 이미 많은 셀럽들이 찾는 만큼 설명이 필요 없는 세계적인 최고급 롯지입니다.,#힐링휴양 #관광 #대자연속휴식#설렘가득여정#멋진풍경감상#노쇼핑여행#안심여행#뉴질랜드여행#와이토모동굴탐방#밀포드사운드헬기#크라이스트처치관광,"7박 9일, 국적기, 쇼핑없음, 우리끼리, 자유일정포함, 가이드경비없음, 선택관광없음","21,000,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=PNZ155250901KE1&prePage=major-products
PNZ135250901KE1,뉴질랜드 남/북섬 11일 #와이헤케 섬 2박 #델라모어 롯지 #로토루아 #경비행기 #테카포 #밀포드 사운드 #마운트쿡 #헬기투어 #온천,"뉴질랜드 사람들이 사랑하는 섬 중에서는 가장 유명한 곳, 와이헤케 섬에서의 하룻밤!",#관광#힐링휴양 #관광 #설레는해외여행#아름다운자연속에서#광활한신비함#노쇼핑여행#뉴질랜드자유여행#SAFETY&JOY여행#와이헤케섬투어#밀포드사운드헬기투어#로토루아호수관광,"9박 11일, 국적기, 쇼핑없음, 우리끼리, 가이드경비없음, 선택관광없음","20,500,000",https://hope.hanatour.com/trp/pkg/CHPC0PKG0200M200?pkgCd=PNZ135250901KE1&prePage=major-products
